material_id,formula,band_gap,formation_energy_per_atom,energy_above_hull,density,nsites,volume,crystal_system,spacegroup_number,spacegroup_symbol,volume_per_atom,n_elements,is_binary,is_ternary,is_quaternary,avg_atomic_mass,min_atomic_mass,max_atomic_mass,avg_electronegativity,min_electronegativity,max_electronegativity,electronegativity_range,avg_atomic_radius,avg_ionic_radius,has_metal,has_metalloid,has_nonmetal,n_metals,n_metalloids,n_nonmetals,frac_H,frac_Li,frac_C,frac_N,frac_O,frac_F,frac_Na,frac_Mg,frac_Al,frac_Si,frac_P,frac_S,frac_Cl,frac_K,frac_Ca,frac_Ti,frac_V,frac_Cr,frac_Mn,frac_Fe,frac_Co,frac_Ni,frac_Cu,frac_Zn,frac_Ga,frac_Ge,frac_As,frac_Se,frac_Br,frac_Sr,frac_Y,frac_Zr,frac_Nb,frac_Mo,frac_Ru,frac_Rh,frac_Pd,frac_Ag,frac_Cd,frac_In,frac_Sn,frac_Sb,frac_Te,frac_I,frac_Ba,frac_La,frac_Ce,frac_Hf,frac_Ta,frac_W,frac_Re,frac_Os,frac_Ir,frac_Pt,frac_Au,frac_Hg,frac_Tl,frac_Pb,frac_Bi,is_semiconductor,is_photovoltaic,is_stable
mp-654937,Ag(CO)2,0.7248000000000001,-0.6433775220833331,0.41785648891666904,3.892154022538718,40,559.3675670318058,Monoclinic,15,C2/c,13.984189175795146,3,False,True,False,45.292766666666665,12.0107,107.8682,2.64,1.93,3.44,1.51,0.9666666666666667,,False,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False
mp-568386,Ag10Te4Br3,0.9637000000000001,-0.36435031196078305,0.002081343529411,6.979004698072393,68,1740.52548358504,Orthorhombic,36,Cmc2_1,25.595962993897647,3,False,True,False,105.12406666666668,79.904,127.6,2.33,1.93,2.96,1.03,1.3833333333333335,,False,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True
mp-568392,Ag10Te4Br3,0.8722000000000001,-0.366431655490194,0.0,7.194733997305497,68,1688.3369880809976,Orthorhombic,63,Cmcm,24.8284851188382,3,False,True,False,105.12406666666668,79.904,127.6,2.33,1.93,2.96,1.03,1.3833333333333335,,False,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True
mp-560328,Ag15P4S16Cl3,1.288799999999999,-0.48195274154135204,0.0,4.58713063268096,76,1709.5912546710772,Cubic,220,I-43d,22.49462177198786,4,False,False,True,51.5899905,30.973762,107.8682,2.465,1.93,3.16,1.2300000000000002,1.15,,False,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True
mp-1229151,Ag15S5I4Br,0.5666,-0.277351580299998,0.06528137339999701,6.535109634527875,25,601.1558461813128,Triclinic,1,P1,24.04623384725251,4,False,False,True,86.6854175,32.065,126.90447,2.5324999999999998,1.93,2.96,1.03,1.2875,,False,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True
mp-1245378,Ag15W7N19,0.9837,0.12135913727133901,0.359233186463413,7.132913997491944,82,1476.4287628797433,Triclinic,2,P-1,18.005228815606625,3,False,True,False,101.90496666666667,14.0067,183.84,2.4433333333333334,1.93,3.04,1.11,1.2,,False,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
mp-1215118,Ag16HgAs4S15,1.1099,-0.29417095789351705,0.005915221319444001,5.570459025123106,144,3227.9681267794626,Monoclinic,5,C2,22.416445324857378,4,False,False,True,103.86120000000001,32.065,200.59,2.1725000000000003,1.93,2.58,0.6500000000000001,1.3125,,False,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True
mp-1205258,Ag2(MoO4)3,0.9809,-1.118035937254902,0.35073570585784203,4.629085242129484,68,998.0257946695804,Orthorhombic,62,Pnma,14.676849921611476,3,False,True,False,73.2692,15.9994,107.8682,2.51,1.93,3.44,1.51,1.2166666666666666,,False,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
mp-1197575,Ag2AsS2,0.533399999999999,-0.14634721281249402,0.0030302076458330004,5.345360682313937,40,881.7206087666286,Monoclinic,7,Pc,22.043015219165717,3,False,True,False,71.61826666666667,32.065,107.8682,2.23,1.93,2.58,0.6500000000000001,1.25,,False,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True
mp-1247866,Ag2B8O13,2.9324,-2.503243793550724,0.007411922173912001,3.27284456333392,92,1035.4718414916476,Monoclinic,4,P2_1,11.255128711865735,3,False,True,False,44.89286666666667,10.811,107.8682,2.47,1.93,3.44,1.51,1.0166666666666668,,False,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True
mp-759792,Ag2B8O13,2.858,-2.499107242137681,0.011548473586955,3.391398519078204,92,999.27459655565,Triclinic,1,P1,10.86168039734402,3,False,True,False,44.89286666666667,10.811,107.8682,2.47,1.93,3.44,1.51,1.0166666666666668,,False,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True
mp-559071,Ag2Bi2S3Cl2,1.6367999999999991,-0.7483002703703701,0.004958104166663001,5.894385992000153,36,902.3886100216055,Triclinic,2,P-1,25.06635027837793,4,False,False,True,96.09165,32.065,208.9804,2.4225000000000003,1.93,3.16,1.2300000000000002,1.3,,False,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True
mp-561113,Ag2BiO3,0.5053000000000001,-0.9160639168055551,0.0012473537499970001,8.24145910187676,24,380.9819184513412,Monoclinic,7,Pc,15.874246602139216,3,False,True,False,110.94933333333334,15.9994,208.9804,2.4633333333333334,1.93,3.44,1.51,1.2666666666666668,,False,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True
mp-556345,Ag2BrNO3,1.6045,-0.6550704147619041,0.019580985714285,5.030349553075043,28,472.2407350581327,Orthorhombic,62,Pnma,16.865740537790455,4,False,False,True,54.444575,14.0067,107.8682,2.8425,1.93,3.44,1.51,1.0,,False,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True
mp-1199990,Ag2C4I3N,1.0895,0.8733057161666661,1.093198192625,3.703681638954194,40,1180.9479714275924,Orthorhombic,62,Pnma,29.52369928568981,4,False,False,True,65.1975175,12.0107,126.90447,2.545,1.93,3.04,1.11,1.0875,,False,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
mp-574486,Ag2CN2,1.0037,0.268039843333338,0.268039843333333,5.686081048745354,20,298.7648598761076,Monoclinic,14,P2_1/c,14.93824299380538,3,False,True,False,44.62853333333334,12.0107,107.8682,2.5066666666666664,1.93,3.04,1.11,0.9833333333333333,,False,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
mp-560717,Ag2CO3,0.7489999999999991,-1.062745886666667,0.026753231388888,6.057486548653496,36,453.5404307416441,Trigonal,159,P31c,12.598345298379003,3,False,True,False,45.292766666666665,12.0107,107.8682,2.64,1.93,3.44,1.51,0.9666666666666667,,False,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True
mp-676581,Ag2CO3,0.746,-1.059830794722222,0.029668323333333003,5.431964240271561,36,505.76825195570046,Orthorhombic,26,Pmc2_1,14.049118109880569,3,False,True,False,45.292766666666665,12.0107,107.8682,2.64,1.93,3.44,1.51,0.9666666666666667,,False,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True
mp-680067,Ag2CSNClO4,2.5318,-0.246439743583333,0.8971311421000001,3.8661682552669463,40,641.2844761445022,Monoclinic,15,C2/c,16.032111903612552,6,False,False,False,36.23383333333334,12.0107,107.8682,2.783333333333333,1.93,3.44,1.51,0.9249999999999999,,False,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False
mp-1196546,Ag2Ge(S2O7)3,2.8072,-1.599947565999999,0.0,3.197653665902322,180,2544.8376861250085,Trigonal,147,P-3,14.137987145138936,4,False,False,True,57.14315,15.9994,107.8682,2.4899999999999998,1.93,3.44,1.51,1.1125,,False,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True
mp-554988,Ag2Ge2O5,1.0401,-1.485430639074073,0.05755108907407001,6.113411017503664,108,1437.4691526494996,Monoclinic,14,P2_1/c,13.309899561569441,3,False,True,False,65.50253333333333,15.9994,107.8682,2.4599999999999995,1.93,3.44,1.51,1.1500000000000001,,False,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True
mp-861942,Ag2GePbS4,1.3699,-0.550358512291666,0.0,5.680462312578542,16,364.72549463914106,Orthorhombic,40,Ama2,22.795343414946316,4,False,False,True,104.9433,32.065,207.2,2.2125,1.93,2.58,0.6500000000000001,1.4125,,False,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True
mp-1202797,Ag2H12C3S3(BrN3)2,2.7767,-0.43362197752976106,0.035553705269679,2.485787848613867,56,806.8356544920883,Monoclinic,13,P2/c,14.407779544501578,6,False,False,False,41.14375666666666,1.00794,107.8682,2.5433333333333334,1.93,3.04,1.11,0.8916666666666667,,False,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True
